CustomerID,FirstName,LastName,Email,Phone,CompanyName,LeadStatus,SalesRep,LastContactDate,Account Number,Sales Region / Territory,Channel
CUST00235,,Yamamoto,satoshi@domain.fake,-,Haynes-Perkins ™,Qualified,Zachary Hamilton,20-08-2024,,,Online
CUST00236,,Nilsson,emma.nilsson@gmail.com,-,,Lost,,27-07-2021,ACCT000236,,Partner
CUST00237,,Nilsson,e.nilsson@gmail.com,,###INVALID###,,Bobby Williams DDS,24-07-2024,ACCT000237,APAC-North,Partner
CUST00238,,Li,,N-A,Dudley and Sons 有限会社,,Bobby Williams DDS,01-01-2025,ACCT000238,Canada-West,Online
CUST00239,,,chun.li@hotmail.com,,,Converted,Sheila Howe,,ACCT000239,US-West,###INVALID###
CUST00240,,Hansen,lars.hansen@example.com,no phone,,,,NULL,ACCT000240,,Direct
CUST00241,,,,,"Fischer, Taylor and Hall & Co.",,Stephanie Rogers,NULL,ACCT000241,###INVALID###,Partner
CUST00242,,Hansen,l.hansen@gmail.com,N-A,"Montgomery, Lee and Smith ™",Qualified,Sandy Elliott,10-10-2020,ACCT000242,LATAM-Andean,
CUST00243,,,marie-jo@domain.fake,,"Nguyen, Melendez and Jones 株式会社",,N-A,18-04-2024,ACCT000243,Global-Strategic,
CUST00244,,Yamamoto,satoshi_yamamoto@yahoo.com,,Bennett PLC & Co.,Contacted,Patricia Roberts,10-Nov-24,ACCT000244,Canada-East,
CUST00245,,,,001-382-542-8459x707,,empty,Karen Jones,,ACCT000245,EMEA-North,
CUST00246,,Lopez,ana.lopez@hotmail.com,,Hill Inc 有限会社,,Zachary Hamilton,15-02-2024,ACCT000246,Global-Strategic,
CUST00247,,,chun.li@gmail.com,,Murphy Group 株式会社,Converted,Stephanie Rogers,###INVALID###,ACCT000247,EMEA-South,
CUST00248,,,,874-444-0830x0598,Mcfarland-Perkins 有限会社,Converted,Zachary Hamilton,26-Jan-22,ACCT000248,,Direct
CUST00249,,Hansen,lars.hansen@gmail.com,N-A,,Contacted,Phillip Webb,15-09-2023,,US-West,Online
CUST00250,,,,no phone,,Contacted,Stephanie Rogers,,ACCT000250,,Partner
CUST00251,,Yamamoto,,no phone,Miller Ltd 技术有限公司,Converted,,"February 21, 2023",ACCT000251,US-East,Partner
CUST00252,,,marie-jo#dubois.com,,Hopkins-Ballard ™,,Dr. Joseph Nguyen,15-02-2022,ACCT000252,MEA-Gulf,
CUST00253,,Yamamoto,,,,Lost,Dr. Joseph Nguyen,17-09-2024,,,Direct
CUST00254,,,,,,,###INVALID###,,ACCT000254,US-East,Online
CUST00255,,,###INVALID###,2164564754,Ford-Hoffman ™,,,,ACCT000255,APAC-North,
CUST00256,,,,,N-A,Lost,###INVALID###,NULL,ACCT000256,US-West,Direct
CUST00257,,Yamamoto,satoshi_yamamoto@yahoo.com,,Montoya-Fox & Co.,,Alexis Hayes,25-04-2022,ACCT000257,LATAM-Andean,
CUST00258,,Smith,,no phone,Montgomery Inc 株式会社,Qualified,,20-05-2022,,EMEA-South,
CUST00259,,,john_doe@yahoo.com,,"Bird, Clark and Holland & Co.",Lost,Sydney Carter,NULL,,LATAM-Brazil,Online
CUST00260,,Tanaka,,no phone,"Castaneda, May and Brown Corp.",,Vanessa Cunningham,15-12-2021,ACCT000260,LATAM-Andean,Online
CUST00261,,,,,,,Zachary Hamilton,,ACCT000261,MEA-Gulf,NULL
CUST00262,,Tanaka,,,Flynn-Robertson 株式会社,,Shelly Durham,2024 March 20,,,Direct
CUST00263,,Doe,,(883)668-0122,,,Tammy Hudson,2021 January 24,,Canada-West,Online
CUST00264,,,lars#hansen.com,,,empty,John Smith,10-08-2024,,,Other
CUST00265,,Yamamoto,,,Lawrence-Knight ™,Contacted,Vanessa Cunningham,NULL,ACCT000265,Canada-East,Partner
CUST00266,,Nilsson,,,Richardson LLC ™,Converted,William Edwards,28-Sep-22,ACCT000266,N-A,Direct
CUST00267,,Smith,james_smith@yahoo.com,638-124-5927,"Wilson, Gibson and Little 技术有限公司",,###INVALID###,"March 19, 2024",,APAC-Southeast,Partner
CUST00268,,,emma.nilsson@hotmail.com,,,,Phillip Webb,01-Aug-23,,US-Midwest,Other
CUST00269,,Smith,,,,Converted,,"February 25, 2024",ACCT000269,Global-Strategic,Direct
CUST00270,,,yuki@domain.fake,,Jones and Sons Corp.,New,,03-11-2023,ACCT000270,US-West,Other
CUST00271,,Zhang,wei#zhang.com,001-772-612-2076x30378,Harrison-Silva Corp.,,,,ACCT000271,,Partner
CUST00272,,,,,Gentry PLC 有限会社,Contacted,Stephanie Rogers,,,Canada-East,###INVALID###
CUST00273,,,,,Jackson-Stokes ™,Lost,###INVALID###,,ACCT000273,APAC-Southeast,Direct
CUST00274,,Tanaka,,,Jackson-Tyler ™,,Sandy Elliott,17-May-21,,,
CUST00275,###INVALID###,Lopez,,,Ward PLC ™,,Jennifer Richardson,30-06-2022,,US-Midwest,Partner
CUST00276,,Li,chun#li.com,,,Lost,John Smith,27-04-2022,ACCT000276,US-Midwest,Partner
CUST00277,,,###INVALID###,,Cox PLC 技术有限公司,,Zachary Hamilton,30-10-2024,NULL,,
CUST00278,,,wei.zhang@hotmail.com,,"Herrera, Johnson and Kim 株式会社",Qualified,,"January 16, 2022",,Global-Strategic,
CUST00279,,Doe,john.doe@hotmail.com,no phone,,Contacted,John Smith,,ACCT000279,EMEA-North,Partner
CUST00280,,Hansen,l.hansen@gmail.com,,N-A,Converted,Bobby Williams DDS,05-09-2022,,EMEA-North,
CUST00281,,Nilsson,,no phone,West-Mcmahon 有限会社,New,Zachary Hamilton,,ACCT000281,US-West,
CUST00282,,Doe,john.doe@hotmail.com,no phone,"Perez, Gomez and Nguyen Corp.",New,John Smith,04-May-21,ACCT000282,Canada-West,
CUST00283,,Li,chun.li@example.com,-,,Qualified,John Smith,2020 November 13,ACCT000283,Canada-East,Direct
CUST00284,,,,,Hodges-Anderson 有限会社,,Jennifer Richardson,"May 07, 2025",ACCT000284,Canada-East,Other
CUST00285,,Dubois,,N-A,Collins PLC Corp.,,,08-Oct-24,ACCT000285,,
CUST00286,,,,727.641.9986x83968,Walker LLC ™,,,"February 01, 2024",,APAC-North,###INVALID###
CUST00287,,,,N-A,Travis Ltd 技术有限公司,Qualified,Sydney Carter,,ACCT000287,Canada-West,NULL
CUST00288,,N-A,chun.li@gmail.com,,Cruz-Richard Corp.,,,,,EMEA-North,
CUST00289,,,###INVALID###,,Lewis PLC 有限会社,,,"February 03, 2025",,,Online
CUST00290,,Hansen,l.hansen@gmail.com,,Steele-Vazquez 技术有限公司,Contacted,,12-May-25,,APAC-Southeast,Direct
CUST00291,,Yamamoto,satoshi@,,Watson Inc ™,Qualified,,14-03-2025,ACCT000291,Canada-East,Partner
CUST00292,,###INVALID###,,-,"Abbott, Campbell and Fox Corp.",,Karen Jones,2022 December 11,,Global-Strategic,
CUST00293,N-A,,,N-A,"Green, Diaz and Morse 技术有限公司",empty,,2022 October 15,ACCT000293,,Direct
CUST00294,,Tanaka,,###INVALID###,Mahoney-Riddle 有限会社,New,,13-08-2023,ACCT000294,LATAM-Brazil,Online
CUST00295,,Hansen,,,,,Zachary Hamilton,"April 11, 2025",ACCT000295,,###INVALID###
CUST00296,,Yamamoto,,no phone,,,Sharon Young,18-08-2024,ACCT000296,EMEA-South,
CUST00297,,Zhang,,-,Wall PLC 株式会社,New,Martin Mckay,20-Aug-24,,Canada-West,Partner
CUST00298,,Li,,,Smith Inc 有限会社,New,Sharon Young,,ACCT000298,,
CUST00299,,Hansen,lars@,(648)744-4160x749,,New,Dr. Joseph Nguyen,04-05-2021,,###INVALID###,Direct
CUST00300,,,,-,Crawford and Sons & Co.,Contacted,Vanessa Cunningham,03-05-2023,ACCT000300,LATAM-Andean,Direct
CUST00301,,Tanaka,NULL,-,"Carr, Wise and Bailey & Co.",,Zachary Hamilton,,ACCT000301,LATAM-Brazil,Direct
CUST00302,,Tanaka,NULL,,,,,22-04-2024,ACCT000302,US-Midwest,
CUST00303,,,,N-A,,###INVALID###,N-A,11-May-23,NULL,US-Midwest,Direct
CUST00304,,,yuki_tanaka@yahoo.com,001-452-063-6906,,Converted,Sheila Howe,16-08-2024,ACCT000304,LATAM-Brazil,
CUST00305,,Lopez,,,Kelly-Montgomery 有限会社,Lost,Sydney Carter,05-Dec-22,ACCT000305,APAC-Southeast,
CUST00306,,Nilsson,emma@,,Spencer LLC 技术有限公司,Contacted,John Smith,2022 June 16,ACCT000306,US-Midwest,###INVALID###
CUST00307,,,emma_nilsson@yahoo.com,no phone,"Rice, Kelley and Owens & Co.",###INVALID###,Emily Sherman,,ACCT000307,Global-Strategic,Direct
CUST00308,,,,,Moody-Ferrell 株式会社,New,Shelly Durham,20-02-2022,ACCT000308,MEA-Gulf,Partner
CUST00309,,,john.doe@gmail.com,,Rhodes-Dunn ™,Contacted,Bobby Williams DDS,04-Jun-23,###INVALID###,US-East,###INVALID###
CUST00310,,###INVALID###,,no phone,"Medina, Davis and Reed 有限会社",,,19-12-2021,ACCT000310,,Direct
CUST00311,,,john.doe@example.com,N-A,Johnson-Velez & Co.,,Dr. Joseph Nguyen,"June 04, 2024",ACCT000311,US-East,
CUST00312,,###INVALID###,chun.li@gmail.com,,###INVALID###,Qualified,,,###INVALID###,MEA-Gulf,
CUST00313,,Doe,j.doe@gmail.com,no phone,Moore PLC 有限会社,New,Sheila Howe,01-11-2022,ACCT000313,EMEA-North,
CUST00314,,Nilsson,emma.nilsson@example.com,N-A,"Clay, Oneill and Johnson ™",Converted,Alexis Hayes,###INVALID###,ACCT000314,,Direct
CUST00315,,,,,Taylor Inc 有限会社,Converted,Dr. Joseph Nguyen,06-May-25,,Canada-East,
CUST00316,,Zhang,,N-A,"Willis, Pena and Gonzalez 技术有限公司",Lost,Karen Jones,,,EMEA-North,Online
CUST00317,,,NULL,,Booth Inc 技术有限公司,###INVALID###,,08-08-2020,ACCT000317,US-West,
CUST00318,,Tanaka,,N-A,Heath-Morris ™,,Shelly Durham,NULL,ACCT000318,Global-Strategic,Partner
CUST00319,,Dubois,marie-jo.dubois@gmail.com,,"Sellers, Bauer and Burnett 有限会社",,Patricia Roberts,,,APAC-North,Online
CUST00320,,Doe,john.doe@gmail.com,###INVALID###,Cooper PLC 有限会社,Converted,Sydney Carter,06-07-2021,ACCT000320,EMEA-South,Direct
CUST00321,,Doe,john@,N-A,"Harper, Rogers and Krause 株式会社",###INVALID###,Martin Mckay,2024 December 19,ACCT000321,Canada-West,Online
CUST00322,,Hansen,,N-A,Lopez-Allen ™,New,,,ACCT000322,,Other
CUST00323,,Zhang,w.zhang@gmail.com,,Ryan-Smith ™,,William Edwards,,ACCT000323,###INVALID###,Partner
CUST00324,,Yamamoto,###INVALID###,,Woods-Lamb ™,,Martin Mckay,,ACCT000324,US-Midwest,Partner
CUST00325,,Smith,james.smith@gmail.com,-,Mcmahon-Logan & Co.,Qualified,,,ACCT000325,Canada-East,Partner
CUST00326,,,,(286)644-9243x183,Baker-Coleman & Co.,,,,ACCT000326,APAC-Southeast,Direct
CUST00327,,Smith,,-,Cortez-Barnett 有限会社,New,Bobby Williams DDS,,,Global-Strategic,Online
CUST00328,###INVALID###,Smith,james@domain.fake,###INVALID###,Martinez Group Corp.,Qualified,Stephanie Rogers,07-11-2021,ACCT000328,EMEA-South,
CUST00329,,###INVALID###,,N-A,,Contacted,N-A,2021 March 31,NULL,Canada-East,
CUST00330,,Zhang,,,"Reyes, Conner and Sanchez 株式会社",Converted,Alexis Hayes,29-06-2021,NULL,Canada-East,Direct
CUST00331,,,satoshi@domain.fake,###INVALID###,Meyer LLC 有限会社,,Zachary Hamilton,17-12-2021,NULL,Canada-East,Direct
CUST00332,,Lopez,,-,Rodriguez Ltd & Co.,Converted,William Edwards,,ACCT000332,,NULL
CUST00333,,Li,,,Walker and Sons ™,,,,ACCT000333,,NULL
CUST00334,,Lopez,ana_lopez@yahoo.com,,"Barber, Nelson and Fernandez Corp.",Qualified,,16-08-2024,ACCT000334,,
CUST00335,,Lopez,ana.lopez@gmail.com,,Peck-Moran Corp.,Lost,Sandy Elliott,28-Mar-24,ACCT000335,Canada-West,
CUST00336,,,w.zhang@gmail.com,,Graves-Miles ™,,Emily Sherman,19-Oct-21,,EMEA-South,Partner
CUST00337,,Nilsson,###INVALID###,,"Johnson, Mullins and Hicks 株式会社",Lost,Karen Jones,16-06-2021,,APAC-North,Other
CUST00338,,Zhang,,,Cantrell and Sons & Co.,Contacted,Sharon Young,09-Feb-22,,MEA-Gulf,Online
CUST00339,,Li,chun#li.com,no phone,,Converted,Sharon Young,21-Jul-22,ACCT000339,US-Midwest,Direct
CUST00340,,Li,chun.li@hotmail.com,130-803-2614x4153,Garner-Gray 有限会社,Converted,Vanessa Cunningham,,ACCT000340,Canada-East,
CUST00341,,,,,Herring-Johnson Corp.,,Bobby Williams DDS,,ACCT000341,US-West,Direct
CUST00342,,,NULL,,Blankenship-Parker 有限会社,,Shelly Durham,,ACCT000342,,
CUST00343,,Dubois,,N-A,,Qualified,,16-12-2021,ACCT000343,US-West,
CUST00344,,,yuki.tanaka@hotmail.com,no phone,,Lost,###INVALID###,13-10-2021,ACCT000344,,Direct
CUST00345,,Yamamoto,satoshi_yamamoto@yahoo.com,-,"Williams, Myers and Vaughan Corp.",,,2023 June 07,ACCT000345,MEA-Gulf,Partner
CUST00346,,,,-,Sanchez Ltd ™,Contacted,Emily Sherman,,,US-West,Online
CUST00347,N-A,###INVALID###,,N-A,"Robbins, Simmons and Burns & Co.",Qualified,William Edwards,06-Apr-21,ACCT000347,###INVALID###,Direct
CUST00348,,Doe,,,Garcia Ltd 株式会社,empty,Zachary Hamilton,,,US-East,Online
CUST00349,,Hansen,lars@,,Huang Ltd 有限会社,,Alexis Hayes,,ACCT000349,LATAM-Brazil,Partner
CUST00350,,Hansen,,no phone,Lee-Hall 技术有限公司,Converted,Karen Jones,,ACCT000350,Global-Strategic,
CUST00351,,###INVALID###,lars@,N-A,"Moore, Lee and Myers 技术有限公司",###INVALID###,,16-04-2022,ACCT000351,EMEA-North,Online
CUST00352,,Lopez,ana.lopez@example.com,,Ramirez-Johnson 技术有限公司,###INVALID###,,17-Feb-25,ACCT000352,US-Midwest,
CUST00353,,,wei@domain.fake,,"Pope, Singh and Long 株式会社",Qualified,,10-Jun-20,ACCT000353,,
CUST00354,,Yamamoto,satoshi@domain.fake,no phone,Taylor-Guzman 有限会社,,Alexis Hayes,25-Oct-22,ACCT000354,US-East,NULL
CUST00355,,,emma.nilsson@hotmail.com,(159)635-1553,"Bailey, Owen and Parker ™",,Vanessa Cunningham,31-Jan-24,ACCT000355,US-Midwest,
CUST00356,,,lars_hansen@yahoo.com,N-A,###INVALID###,,Patricia Roberts,"February 11, 2022",ACCT000356,MEA-Gulf,Partner
CUST00357,,Zhang,,###INVALID###,"Flowers, Riddle and Mayer Corp.",Contacted,Sheila Howe,"July 05, 2023",,US-West,
CUST00358,,Hansen,,no phone,Guzman Inc ™,Lost,,2025 May 10,ACCT000358,LATAM-Andean,Other
CUST00359,,Dubois,NULL,-,###INVALID###,Qualified,,16-10-2024,ACCT000359,APAC-North,
CUST00360,,Smith,james.smith@gmail.com,,Andrade Inc 株式会社,,,14-09-2024,,,Online
CUST00361,,,,,N-A,Converted,,31-Dec-22,ACCT000361,Canada-West,Direct
CUST00362,,,,-,Peck-Mendez Corp.,New,,2024 June 11,ACCT000362,Global-Strategic,Partner
CUST00363,,Dubois,marie-jo#dubois.com,,Skinner-Jackson ™,New,Bobby Williams DDS,NULL,,US-East,###INVALID###
CUST00364,,Tanaka,y.tanaka@gmail.com,no phone,,Lost,Vanessa Cunningham,"April 06, 2023",,Canada-West,Direct
CUST00365,,Dubois,,,,Qualified,Stephanie Rogers,21-11-2020,ACCT000365,,Partner
CUST00366,,,chun.li@example.com,,"Miller, Morrison and Ryan 有限会社",New,Martin Mckay,04-Dec-23,,,Direct
CUST00367,,,wei@domain.fake,N-A,,New,Emily Sherman,18-09-2024,,,Online
CUST00368,,Lopez,ana_lopez@yahoo.com,(252)511-7081x732,Lee-Chambers Corp.,,Bobby Williams DDS,16-07-2023,,N-A,Direct
CUST00369,,Li,,,Frazier Ltd 技术有限公司,Qualified,Stephanie Rogers,21-09-2020,ACCT000369,###INVALID###,###INVALID###
CUST00370,,Smith,,(422)684-7841,"Ford, Woods and Berg & Co.",Contacted,Zachary Hamilton,18-Nov-22,,US-Midwest,Partner
CUST00371,,,john@,,,Lost,Zachary Hamilton,18-12-2023,,Canada-West,Online
CUST00372,,,,,"Velasquez, Lopez and Garcia Corp.",New,,,ACCT000372,MEA-Gulf,Online
CUST00373,,Li,,N-A,,New,Martin Mckay,###INVALID###,ACCT000373,US-Midwest,
CUST00374,,,lars.hansen@hotmail.com,,Rojas Inc ™,New,Phillip Webb,16-09-2024,ACCT000374,MEA-Gulf,Partner
CUST00375,,,wei#zhang.com,001-262-738-1786x2930,Knox Ltd 有限会社,Qualified,Dr. Joseph Nguyen,###INVALID###,ACCT000375,Canada-West,Other
CUST00376,,,,528.288.0710,,,,"December 25, 2024",,US-West,Online
CUST00377,,Nilsson,,N-A,Stanton PLC 技术有限公司,Qualified,,,,,Online
CUST00378,,,,,,Contacted,Sydney Carter,17-02-2021,ACCT000378,,
CUST00379,,,,771-417-1485x06501,Lang and Sons Corp.,Contacted,Sandy Elliott,19-Jun-24,ACCT000379,US-East,
CUST00380,,,chun.li@example.com,N-A,,Qualified,Zachary Hamilton,"September 07, 2024",ACCT000380,Global-Strategic,
CUST00381,,Hansen,lars.hansen@hotmail.com,N-A,,Contacted,,09-01-2023,,US-West,Direct
CUST00382,,Dubois,marie-jo_dubois@yahoo.com,,,Lost,Sandy Elliott,"December 13, 2021",ACCT000382,US-East,NULL
CUST00383,,###INVALID###,j.smith@gmail.com,no phone,Sims-Snyder ™,Converted,Alexis Hayes,2024 June 30,,Canada-East,Partner
CUST00384,,Dubois,m.dubois@gmail.com,no phone,Garcia-Thompson 株式会社,###INVALID###,Bobby Williams DDS,2020 July 16,ACCT000384,,
CUST00385,,,chun#li.com,no phone,Mcgee PLC 株式会社,Qualified,,,ACCT000385,LATAM-Andean,Partner
CUST00386,,Hansen,lars_hansen@yahoo.com,,Johnson Inc Corp.,Contacted,Vanessa Cunningham,,ACCT000386,EMEA-South,Direct
CUST00387,,###INVALID###,emma_nilsson@yahoo.com,(501)125-9172x52108,N-A,Qualified,,,ACCT000387,EMEA-South,Direct
CUST00388,,Doe,john@,,,,Stephanie Rogers,22-12-2022,ACCT000388,US-East,Direct
CUST00389,,Nilsson,emma@domain.fake,-,,New,Shelly Durham,13-Sep-24,ACCT000389,Canada-East,
CUST00390,,,james_smith@yahoo.com,###INVALID###,Johnson Ltd Corp.,Contacted,,01-11-2020,ACCT000390,EMEA-North,Direct
CUST00391,,Nilsson,,###INVALID###,Hunter-Foster 有限会社,,Sydney Carter,,ACCT000391,MEA-Gulf,###INVALID###
CUST00392,,Dubois,,no phone,"Baker, Simmons and Clark ™",Lost,Alexis Hayes,18-Nov-23,ACCT000392,LATAM-Andean,Online
CUST00393,,Smith,james_smith@yahoo.com,N-A,"Taylor, Wilson and Burnett & Co.",,,26-Sep-20,ACCT000393,###INVALID###,Online
CUST00394,,,,,Brown-Henderson 有限会社,,Stephanie Rogers,###INVALID###,ACCT000394,LATAM-Brazil,
CUST00395,,Zhang,wei_zhang@yahoo.com,-,###INVALID###,Contacted,Tammy Hudson,"April 26, 2022",,Canada-East,###INVALID###
CUST00396,,,,###INVALID###,Smith Group 株式会社,,Sydney Carter,09-05-2025,###INVALID###,US-West,Partner
CUST00397,,N-A,james.smith@hotmail.com,,Allison PLC & Co.,,Shelly Durham,2023 December 20,,Canada-East,
CUST00398,,,,N-A,Stewart Ltd 技术有限公司,,###INVALID###,07-Sep-23,,APAC-Southeast,
CUST00399,,,emma.nilsson@hotmail.com,,Fields Inc ™,,,18-Jul-20,,US-East,###INVALID###
CUST00400,,,,,,,Vanessa Cunningham,,ACCT000400,,Partner
CUST00401,,Lopez,,N-A,"Hanna, Wolf and Rivera Corp.",New,,,ACCT000401,,Partner
CUST00402,,,,N-A,,New,###INVALID###,12-10-2022,ACCT000402,APAC-North,Direct
CUST00403,N-A,Hansen,lars.hansen@example.com,,"English, Lee and Schroeder ™",,William Edwards,10-Apr-21,ACCT000403,EMEA-South,Online
CUST00404,,,lars#hansen.com,,Parker-Rodriguez 有限会社,,,,###INVALID###,,
CUST00405,,Zhang,,137891684,,Qualified,Karen Jones,05-02-2021,,,
CUST00406,,Zhang,wei_zhang@yahoo.com,-,###INVALID###,Lost,Sharon Young,10-09-2021,ACCT000406,US-West,
CUST00407,,,satoshi#yamamoto.com,N-A,"Walsh, Kidd and Zavala 技术有限公司",,,12-05-2025,ACCT000407,Canada-West,Direct
CUST00408,,Yamamoto,,,"Parrish, Payne and Sullivan 株式会社",Contacted,Shelly Durham,21-Sep-22,,Global-Strategic,
CUST00409,,Nilsson,emma_nilsson@yahoo.com,,"Cohen, Blackwell and Hood Corp.",Converted,Sharon Young,,ACCT000409,EMEA-North,
CUST00410,###INVALID###,Yamamoto,satoshi#yamamoto.com,001-071-214-3299,Walton-Schaefer 有限会社,,Tammy Hudson,19-Sep-23,ACCT000410,LATAM-Brazil,Online
CUST00411,,Smith,,no phone,Harvey Ltd & Co.,,,23-Mar-24,###INVALID###,EMEA-South,Other
CUST00412,###INVALID###,Nilsson,,,Ponce and Sons & Co.,Lost,,2021 February 02,ACCT000412,,Direct
CUST00413,,N-A,emma@,,"Sherman, Anderson and Flores ™",Lost,N-A,NULL,ACCT000413,APAC-Southeast,Partner
CUST00414,,Yamamoto,,-,"Gomez, Brown and Greene & Co.",,Karen Jones,10-02-2025,,###INVALID###,Partner
CUST00415,,Zhang,wei_zhang@yahoo.com,,Juarez-Carter 有限会社,Converted,John Smith,06-04-2022,,,Direct
CUST00416,,,yuki#tanaka.com,001-044-428-9818x62937,Bradford-Williams 有限会社,Qualified,Shelly Durham,###INVALID###,,Canada-East,Direct
CUST00417,,Hansen,lars#hansen.com,no phone,Conley LLC & Co.,Contacted,Tammy Hudson,07-Sep-22,ACCT000417,MEA-Gulf,
CUST00418,,###INVALID###,,,"Sweeney, Schaefer and Austin 有限会社",empty,Karen Jones,03-07-2021,ACCT000418,EMEA-South,
CUST00419,N-A,Yamamoto,s.yamamoto@gmail.com,,Fisher-Austin Corp.,Qualified,Sydney Carter,###INVALID###,###INVALID###,,Direct
CUST00420,,,,-,Miller Inc & Co.,,,21-06-2022,,Canada-East,Direct
CUST00421,,Hansen,,,Ortiz and Sons 株式会社,Converted,,11-05-2025,ACCT000421,,Direct
CUST00422,,Smith,NULL,###INVALID###,Cook Group ™,Contacted,Sydney Carter,05-01-2022,ACCT000422,,NULL
CUST00423,,Tanaka,,,,Qualified,Martin Mckay,2021 June 23,,Global-Strategic,Direct
CUST00424,,,,,,Lost,,,ACCT000424,,Other
CUST00425,,Li,,,"Pace, Gardner and Gray 株式会社",###INVALID###,,20-Jan-25,ACCT000425,,
CUST00426,,,emma.nilsson@example.com,,"Edwards, Sanchez and Powell 有限会社",Qualified,,"September 23, 2021",ACCT000426,US-Midwest,Partner
CUST00427,,Li,,6477440089,Santiago-Richardson Corp.,Contacted,John Smith,,ACCT000427,Global-Strategic,
CUST00428,,Lopez,ana_lopez@yahoo.com,,Richardson-Ellis 技术有限公司,Contacted,Karen Jones,13-Mar-22,ACCT000428,APAC-Southeast,Partner
CUST00429,,Tanaka,,339.838.4372x32362,Cardenas Group 技术有限公司,New,Tammy Hudson,,ACCT000429,Canada-West,
CUST00430,,,,,###INVALID###,Qualified,,25-07-2023,ACCT000430,,
CUST00431,,Dubois,,,,Converted,Martin Mckay,,ACCT000431,APAC-Southeast,
CUST00432,,Nilsson,emma_nilsson@yahoo.com,,Christensen-Zhang Corp.,Converted,Alexis Hayes,,,APAC-North,Online
CUST00433,,Dubois,marie-jo#dubois.com,-,Davis-Carroll Corp.,Qualified,Alexis Hayes,,ACCT000433,APAC-Southeast,Partner
CUST00434,,Yamamoto,satoshi_yamamoto@yahoo.com,,###INVALID###,Qualified,John Smith,21-04-2021,ACCT000434,US-Midwest,Online
CUST00435,,,,no phone,Marquez-Roberts 株式会社,New,,04-05-2024,ACCT000435,Global-Strategic,Partner
CUST00436,,Dubois,marie-jo.dubois@example.com,,Higgins Ltd 株式会社,###INVALID###,Dr. Joseph Nguyen,21-09-2020,ACCT000436,LATAM-Andean,
CUST00437,,Doe,,###INVALID###,Jones Inc & Co.,Lost,Shelly Durham,28-Jun-22,ACCT000437,,Partner
CUST00438,,,yuki.tanaka@hotmail.com,,Hernandez and Sons 有限会社,New,Karen Jones,14-04-2024,ACCT000438,APAC-North,
CUST00439,,Doe,,-,,Qualified,,,,LATAM-Brazil,Direct
CUST00440,,Dubois,,N-A,,,Tammy Hudson,06-05-2022,ACCT000440,,Online
CUST00441,,,james@domain.fake,,"Glenn, Combs and Smith 株式会社",,Sydney Carter,09-02-2023,ACCT000441,Canada-East,
CUST00442,,,emma@,N-A,Mclaughlin LLC 技术有限公司,Contacted,Sheila Howe,###INVALID###,ACCT000442,,Partner
CUST00443,,,,N-A,"Pratt, Jenkins and Berry 技术有限公司",###INVALID###,###INVALID###,13-10-2020,,US-Midwest,Online
CUST00444,,Smith,james_smith@yahoo.com,no phone,Harris-Reed 株式会社,Qualified,Sheila Howe,,ACCT000444,US-Midwest,Partner
CUST00445,,,wei.zhang@hotmail.com,-,,,,09-02-2025,ACCT000445,APAC-North,
CUST00446,,,,,Chambers Ltd & Co.,,Patricia Roberts,"December 30, 2020",ACCT000446,APAC-North,Partner
CUST00447,,Hansen,,,,Contacted,Dr. Joseph Nguyen,14-Feb-25,ACCT000447,US-East,
CUST00448,,Dubois,,no phone,,,,08-12-2024,,US-East,
CUST00449,,Tanaka,###INVALID###,9826661041,Francis PLC Corp.,Contacted,Bobby Williams DDS,NULL,ACCT000449,MEA-Gulf,Partner
CUST00450,,,,,"Blake, Walsh and Hart 技术有限公司",,,18-Mar-22,ACCT000450,US-Midwest,
CUST00451,,,satoshi.yamamoto@hotmail.com,no phone,,,Tammy Hudson,,,###INVALID###,Other
CUST00452,,Doe,john.doe@example.com,,,Lost,Phillip Webb,05-Nov-20,ACCT000452,APAC-North,Direct
CUST00453,,Dubois,m.dubois@gmail.com,N-A,,,,27-11-2021,,MEA-Gulf,Partner
CUST00454,,###INVALID###,,,Taylor and Sons & Co.,Qualified,,04-01-2022,ACCT000454,N-A,Partner
CUST00455,,,,N-A,Melton-Martin ™,New,,,,,Direct
CUST00456,,Tanaka,###INVALID###,-,,Qualified,,,ACCT000456,,Online
