CustomerID,Product,Quantity,PurchaseDate,UnitPrice,Account Number,Billing Address,Shipping Address,Country / Region,Postal Code / ZIP,State / Province,City,Payment Terms,Credit Limit,Tax ID / VAT Number,Currency,Bank Account Details,Preferred Payment Method
CUST00152,Monitor,,04 June 2024,,,7074 Victoria Ports Apt. 980,250 Keith Viaduct,Dominica,,DC,,Net 30,88495.0,,INR,RCST44465386988245,Bank Transfer
CUST00153,Monitor,,N-A,312.22,empty,799 Jennifer Rapids,8841 Williams Run Apt. 961,Equatorial Guinea,,WA,East Maria,Net 30,,AL8082288,EUR,BMGJ69046699400707,Bank Transfer
CUST00154,Laptop,,,1467.54,ACCT000154,0860 Sheila Viaduct,6148 Melanie Manor,Peru,,,Lake Elizabeth,Due on Receipt,35722.0,,USD,###INVALID###,Bank Transfer
CUST00155,Printer,1.0,2022/01/20,1164.27,empty,759 Justin Green Apt. 372,2150 Samantha Trace,,,OH,,Net 30,81190.0,mK9558359,EUR,LXEH93813022122807,Bank Transfer
CUST00156,Printer,3.0,,869.46,ACCT000156,4820 Stone Fords,837 Tara Drive Suite 172,,54990.0,LA,Ericland,Due on Receipt,,Cl7864784,INR,UCAI66836994310629,
CUST00157,Laptop,5.0,16 May 2020,,,N-A,,Puerto Rico,,KS,,Net 60,12060.0,###INVALID###,GBP,,
CUST00158,Tablet,3.0,2020 November 16,,ACCT000158,,11569 Martha Garden,Puerto Rico,1458.0,DC,,Net 60,42439.0,Uh1312682,GBP,,
CUST00159,,2.0,27/06/2020,87.33,ACCT000159,7034 Michael Divide,894 Hughes Wall Suite 839,,,ME,Williamsmouth,Due on Receipt,,vX3104017,INR,UZXX03191628721678,PayPal
CUST00160,Mouse,empty,"September 21, 2020",899.31,,,7335 Brian Lake Apt. 550,Lithuania,73601.0,AK,,,,###INVALID###,GBP,,Credit Card
CUST00161,,10.0,2025 May 01,1017.55,###INVALID###,6841 Nelson Neck Suite 729,6087 Matthew Corners Suite 277,Cayman Islands,70244.0,HI,,Due on Receipt,###INVALID###,,USD,EOYP33960677127561,Credit Card
CUST00162,Keyboard,5.0,29-03-2022,924.97,ACCT000162,210 Barrett Wall Apt. 088,,,###INVALID###,IL,Brandonland,Net 30,84408.0,fs3014511,,FICT98360698561497,Credit Card
CUST00163,Tablet,1.0,,1290.42,###INVALID###,87230 Anne Street Suite 150,83091 Dunn Lakes Apt. 762,Ghana,20669.0,TX,,,,Iu2098099,,LICP04305649124542,
CUST00164,Tablet,1.0,17 December 2021,921.02,ACCT000164,,57480 Lindsey Parks Suite 248,,,,###INVALID###,Net 60,,Lq6530585,###INVALID###,SRGL17157451647086,###INVALID###
CUST00165,Monitor,6.0,2024 October 02,214.12,ACCT000165,476 Wright Divide Apt. 570,5735 Benjamin Via Apt. 296,,16842.0,###INVALID###,Sarahchester,Due on Receipt,,,,,
CUST00166,,10.0,,1081.39,ACCT000166,3888 Eric Ramp Suite 443,946 Kennedy Squares,Slovakia (Slovak Republic),79000.0,ID,North Albert,Net 60,13155.0,kb0083405,,MQVC08833422516063,Credit Card
CUST00167,,4.0,2021/09/22,1264.44,empty,,002 Pierce Ford Apt. 802,###INVALID###,###INVALID###,GA,Gonzalezborough,Net 60,13998.0,yl6364961,USD,CFSH98756185096168,PayPal
CUST00168,Phone,,"November 20, 2024",614.28,ACCT000168,4587 Jennifer Springs,045 Mills Points,Turks and Caicos Islands,93845.0,,,Net 30,63831.0,,,QTJE38538444791006,Bank Transfer
CUST00169,Laptop,4.0,"May 09, 2025",1159.39,,376 Stephanie Rest,,Haiti,58123.0,,empty,Due on Receipt,90153.0,,EUR,OJHQ44664462567824,###INVALID###
CUST00170,,,"February 21, 2021",261.01,###INVALID###,,,Djibouti,82602.0,CT,,Net 30,65982.0,Hl4477988,EUR,,
CUST00171,Phone,,15 February 2022,519.02,,6400 Delgado Bypass Apt. 960,,Central African Republic,###INVALID###,,North Jaime,Due on Receipt,28783.0,uW0012861,,CWYO02287751429243,PayPal
CUST00172,Laptop,2.0,2023/07/10,332.92,ACCT000172,55370 Webb Canyon Suite 203,62839 Bradley Fork,Uganda,46342.0,###INVALID###,,Due on Receipt,60735.0,,,GWZU21177299384109,Bank Transfer
CUST00173,Laptop,###INVALID###,2022 November 22,695.44,###INVALID###,023 Garcia Key,N-A,Cuba,,###INVALID###,Thomasburgh,Net 30,49501.0,Pk7091886,###INVALID###,,Credit Card
CUST00174,,,"April 06, 2025",1215.68,ACCT000174,5772 Lopez Canyon,22065 James Forge,Belgium,###INVALID###,VT,West Anthony,,99212.0,,EUR,,Credit Card
CUST00175,,,06-10-2023,,,5936 Jason Loop,,Heard Island and McDonald Islands,,AZ,,Net 60,,###INVALID###,,EIDX36956879367918,Bank Transfer
CUST00176,Printer,,,1236.66,ACCT000176,,2357 Caroline Brook,Netherlands,39986.0,CO,,,31856.0,,,ZBDL02316127268895,Bank Transfer
CUST00177,,10.0,,946.24,ACCT000177,,,Comoros,97166.0,,Brittanybury,Due on Receipt,,###INVALID###,EUR,###INVALID###,PayPal
CUST00178,Mouse,9.0,###INVALID###,1429.11,ACCT000178,9516 Herring Vista,###INVALID###,Macedonia,9967.0,NH,###INVALID###,,,UK5623375,GBP,XLTC96442260943247,
CUST00179,Printer,1.0,,1279.42,ACCT000179,280 Alexander Knoll Apt. 991,,Uzbekistan,97745.0,NE,New Gregoryside,Due on Receipt,54107.0,Kz0662875,,YLFO69932892242073,Credit Card
CUST00180,,6.0,,1170.73,,44888 Anderson Tunnel,166 Guzman Prairie Suite 973,Samoa,7476.0,,empty,,40968.0,dQ8940598,USD,GYPJ86136685717257,Credit Card
CUST00181,Tablet,6.0,2024-08-01,460.19,ACCT000181,8436 Bishop Bridge,7995 Susan Junctions,,,,,,,,,HHAY25252891923106,Credit Card
CUST00182,Phone,3.0,27 August 2022,475.01,ACCT000182,86840 Sellers Square,243 Curtis Rue,,###INVALID###,NC,###INVALID###,Due on Receipt,,em2568916,,RTWZ95517261676237,
CUST00183,Monitor,2.0,03 August 2021,1298.89,ACCT000183,18088 Herring Green Suite 254,2214 Garcia Junction,Norway,,MT,Lake Marialand,,76141.0,GY4452566,,DHKN48219111883106,
CUST00184,Phone,6.0,"June 13, 2023",547.2,ACCT000184,177 Jeffrey Mount,1854 Murphy Landing,Poland,8679.0,KS,Lake Emilystad,,,,GBP,HWEO61290502953123,Bank Transfer
CUST00185,,10.0,2022 May 04,###INVALID###,empty,###INVALID###,,Kazakhstan,38459.0,empty,,,35513.0,ZK6127199,EUR,ENQE63543672521803,Bank Transfer
CUST00186,Laptop,,,780.78,,43011 Zachary Greens,,Turkmenistan,,###INVALID###,Cynthiatown,###INVALID###,###INVALID###,xC3857207,,RMRT42129673739710,
CUST00187,Mouse,5.0,26-12-2022,,ACCT000187,N-A,,N-A,72411.0,,Lake Jonathan,Net 30,16373.0,,GBP,ZMQV48245991644791,Bank Transfer
CUST00188,,10.0,,,ACCT000188,16236 Christina Islands,48785 David Ramp Suite 852,,21112.0,,East Phillipborough,,,er3285217,,FXYU13696476803819,Bank Transfer
CUST00189,Monitor,9.0,###INVALID###,,ACCT000189,,3642 Hickman Station Suite 567,Czech Republic,67015.0,empty,South Julieburgh,Net 60,,,INR,SZYK56462862295224,Bank Transfer
CUST00190,Keyboard,,2023-01-26,321.51,ACCT000190,703 Perez Drive Suite 367,,Uruguay,26808.0,VT,,Net 30,58244.0,,INR,,
CUST00191,Laptop,4.0,26/02/2021,919.85,ACCT000191,5346 Barnes Turnpike Apt. 364,238 Gibson Creek Suite 822,Congo,13031.0,,Millerton,Net 30,82834.0,,,YWAP67459669179172,Bank Transfer
CUST00192,Printer,4.0,07 January 2024,,ACCT000192,364 Wilson Highway,370 Jamie Lodge Suite 140,Mongolia,,NH,Smithfurt,Net 30,,wB2722248,EUR,IFAY48882782167212,Credit Card
CUST00193,,,01/12/2020,,,,51272 Nguyen Loop Apt. 039,Yemen,,empty,Adkinsfort,,45931.0,nX3839903,,###INVALID###,
CUST00194,Printer,6.0,2022 July 11,319.17,ACCT000194,02925 Potter Wall Apt. 702,287 Cristina Isle Apt. 704,Jersey,,,Shannonmouth,,,,EUR,TCUC31897664007184,
CUST00195,Printer,10.0,,,ACCT000195,698 Eric Shores Apt. 503,9513 Thomas Wells Suite 362,Tunisia,33149.0,TN,East Joseph,Due on Receipt,83689.0,QP9695916,INR,,Credit Card
CUST00196,Laptop,6.0,,485.73,ACCT000196,###INVALID###,30899 Jasmine Neck,Ireland,,MA,New Janetshire,Net 30,77709.0,,EUR,QAFL20728813747601,Credit Card
CUST00197,,4.0,,243.6,,3029 John Trail Apt. 126,505 Robin Point Suite 813,Sudan,,TX,South Michaelfurt,,,nB0547097,EUR,HIXW32232614644740,Bank Transfer
CUST00198,Phone,10.0,2022 February 08,1049.98,empty,,2202 Rodriguez Coves,###INVALID###,75117.0,,East Sarahville,Net 60,70415.0,wC8704939,USD,,###INVALID###
CUST00199,,8.0,,695.26,ACCT000199,,N-A,Uganda,71024.0,AK,Meganshire,,72028.0,qm5410295,,,
CUST00200,,1.0,13/02/2023,,###INVALID###,,###INVALID###,Liberia,43388.0,,Danaville,,33590.0,Ma7028193,EUR,DVKH28948106636146,PayPal
CUST00201,Keyboard,6.0,"May 17, 2020",,ACCT000201,17461 Christensen Roads Apt. 096,,Serbia,16067.0,LA,Reynoldsborough,Due on Receipt,###INVALID###,,EUR,,
CUST00202,Mouse,9.0,2024-09-26,748.65,ACCT000202,33686 Stephen Neck,01328 Melanie Dam,India,82365.0,DC,Christophertown,,,yv5492891,USD,LJNE53219911608860,Bank Transfer
CUST00203,,1.0,25-01-2021,,ACCT000203,,,,28019.0,KS,,Net 30,17597.0,aw9080829,GBP,XHQL09189320421478,Bank Transfer
CUST00204,Phone,,08/04/2025,686.82,ACCT000204,53552 Johnson Station,,Vietnam,43021.0,,Sonyaside,,59531.0,Gr2631542,,###INVALID###,
CUST00205,Laptop,4.0,,725.54,,8244 Keith Cliff,###INVALID###,,80100.0,KY,East Keith,Net 30,23080.0,###INVALID###,GBP,XQPJ50624598893926,Credit Card
CUST00206,###INVALID###,6.0,2021 November 30,,ACCT000206,2952 Jacob Ramp Apt. 011,834 Brown Mall Apt. 170,Burundi,###INVALID###,NH,Roberttown,Net 60,90755.0,fh0652572,,QHLE39024439095807,
CUST00207,,,24-01-2022,,,4121 Mullen Fields Suite 627,19138 Brian Camp,Macao,46667.0,,Taylorport,Net 30,59549.0,Vz9411932,,UYFR66074972572618,###INVALID###
CUST00208,Tablet,1.0,2020/06/03,514.65,,15860 Nguyen Shore Apt. 145,7844 Rodney Club Suite 982,Libyan Arab Jamahiriya,66006.0,AR,,Net 60,51446.0,,INR,JAOE02064379679103,
CUST00209,,1.0,"August 27, 2021",132.46,,4688 Mendez Isle,###INVALID###,Afghanistan,81863.0,LA,Freemanchester,Net 60,,,INR,###INVALID###,Credit Card
CUST00210,Tablet,4.0,,763.08,,273 White Lock,5588 Angela Avenue,###INVALID###,,empty,Stephaniefurt,Due on Receipt,53156.0,sN3478038,,UTTL95047205092768,Bank Transfer
CUST00211,Keyboard,5.0,,,,###INVALID###,511 Nancy Port Suite 937,Cayman Islands,75041.0,,Bookerland,Net 30,42626.0,RN5540353,EUR,,
CUST00212,###INVALID###,8.0,02-01-2025,963.33,,50024 Nicole Street Suite 164,661 Gutierrez Ramp Apt. 105,Peru,,OR,South Zachary,Due on Receipt,97881.0,,,APRU87956237780228,PayPal
CUST00213,,3.0,23/09/2024,118.97,###INVALID###,04425 Thomas Mountain Suite 303,927 Noah Square,,73620.0,###INVALID###,,,20547.0,wW1302514,,IRLY57615182678094,Bank Transfer
CUST00214,Tablet,7.0,N-A,###INVALID###,ACCT000214,8039 Christine Highway Suite 452,65380 Madden Glen Apt. 690,,42604.0,empty,Port Linda,Net 60,84926.0,###INVALID###,USD,UPVV36448571741719,Bank Transfer
CUST00215,Laptop,,###INVALID###,,ACCT000215,N-A,1681 Cohen Village Apt. 680,Gabon,,,North Brianna,###INVALID###,69336.0,,,WYWL50326907019822,
CUST00216,,,15/07/2024,1335.68,ACCT000216,042 Timothy Causeway,,,79574.0,,empty,Net 30,58444.0,,,NYFU06337375530510,
CUST00217,###INVALID###,,13 November 2020,1478.63,ACCT000217,35437 Ross Inlet Suite 941,77872 Roger Shoal,Zambia,,,###INVALID###,,,Vg0713789,EUR,,
CUST00218,Tablet,3.0,N-A,1362.43,###INVALID###,9370 Taylor Ranch Suite 467,,Central African Republic,83842.0,,Longville,Due on Receipt,30123.0,qx9006833,GBP,TAVA82012426535733,Bank Transfer
CUST00219,,1.0,,154.3,ACCT000219,,,Jamaica,20155.0,,,Net 30,,,EUR,OKPG84235900824303,
CUST00220,Monitor,###INVALID###,10 March 2022,638.0,ACCT000220,500 Christopher Glen,529 Molly Mission,,73949.0,,Robinshire,,,Mg3521473,EUR,YIMB60621018419121,
CUST00221,N-A,6.0,28 August 2021,1265.97,ACCT000221,33576 Nelson Port,,,,OK,###INVALID###,Due on Receipt,66493.0,Dt2047217,###INVALID###,IPHX29855096860744,Bank Transfer
CUST00222,Tablet,5.0,N-A,751.15,,,381 Mary Point,Lithuania,22178.0,,,,,yV1523065,,,Bank Transfer
CUST00223,Tablet,,2022 August 24,1030.7,ACCT000223,,4184 Moreno Plain Apt. 743,South Africa,,,Brianmouth,N-A,,empty,empty,DUEQ77686154058450,Credit Card
CUST00224,Tablet,3.0,,359.37,ACCT000224,,,New Caledonia,37072.0,,North Eric,Net 60,16754.0,,EUR,SWLW40348893399831,
CUST00225,Tablet,6.0,,1127.34,###INVALID###,,12883 Marshall Street Apt. 087,,64996.0,AZ,South Ashleymouth,,,Jp2960488,USD,VGWJ63858423233030,Bank Transfer
CUST00226,Phone,5.0,2024/05/09,1218.22,,,3929 Owens Extensions Suite 246,,###INVALID###,VA,,,,TV1020778,,,Bank Transfer
CUST00227,Mouse,7.0,2024-01-04,53.63,ACCT000227,97661 Cisneros Unions,36038 Holly Freeway,Kazakhstan,###INVALID###,ID,,Net 30,46035.0,Bz2708096,,,
CUST00228,Phone,1.0,2021/09/08,1143.77,ACCT000228,,16442 Amanda Roads Apt. 527,Thailand,,NM,,,12397.0,wy0815228,INR,GNJA64892422072009,Credit Card
CUST00229,Monitor,8.0,2020 October 13,,ACCT000229,,1377 Crawford Cape Suite 532,Vanuatu,77929.0,,Kaiserborough,,###INVALID###,af2633617,,YKWH98233326797791,
CUST00230,Keyboard,,###INVALID###,1170.11,ACCT000230,88632 Timothy Shore Apt. 989,49427 Morrow Freeway Apt. 048,Malaysia,,NJ,North Heatherland,Due on Receipt,77869.0,,INR,OLPP32033595851101,N-A
CUST00231,Printer,8.0,###INVALID###,,ACCT000231,16320 Waters Station,6791 Cook Unions Suite 855,Germany,51520.0,FL,Joshuaport,Due on Receipt,42637.0,,EUR,FIOB97610942129186,
CUST00232,Laptop,8.0,2024/10/24,570.07,ACCT000232,95467 Bishop Trail Apt. 876,70245 Adams Grove,Montserrat,97797.0,UT,,###INVALID###,,,GBP,DSGR62345780575556,
CUST00233,Tablet,,30 November 2023,783.16,,,93464 Gilbert Corner Suite 318,,73745.0,LA,Port Karlchester,Net 30,###INVALID###,,,,Bank Transfer
CUST00234,Mouse,2.0,,506.37,,0609 Derek Fall Apt. 832,2967 Solis Curve,Monaco,84599.0,TX,empty,Net 60,31382.0,,,YIGK46223348703369,Credit Card
CUST00235,Printer,4.0,,1499.55,,781 Anna Light Suite 681,6720 Cassandra Mills,Haiti,12941.0,,Paulville,Net 60,72086.0,empty,GBP,ZRUL77622414514343,
CUST00236,Laptop,1.0,"July 06, 2021",1312.62,ACCT000236,,,Romania,,CO,,,,Dd9823351,,UFSV23526588178769,Credit Card
CUST00237,,2.0,28 May 2020,,,82623 Joel Loaf Apt. 559,,,94088.0,NJ,Bradleyberg,Net 30,,,,PUJV83891941073814,PayPal
CUST00238,Laptop,3.0,2023 November 22,1481.41,ACCT000238,211 Kevin Mission Apt. 510,,Dominica,82231.0,DC,Willischester,Due on Receipt,93522.0,,###INVALID###,VTAN63842367104050,
CUST00239,Keyboard,1.0,N-A,328.93,ACCT000239,690 Garcia Cove,,Saint Helena,,IN,Reidville,Net 60,25189.0,empty,###INVALID###,XOKS64063762732238,
CUST00240,Laptop,9.0,12-04-2025,###INVALID###,,280 Jamie Green Suite 605,5500 Christine Mews Apt. 644,Sao Tome and Principe,3259.0,AR,New Lisa,Due on Receipt,,Kh0819890,GBP,KUXU59938323758601,
CUST00241,Keyboard,,,,ACCT000241,,3149 Padilla Square Apt. 331,Korea,,GA,,Net 30,10621.0,,USD,KKFV53761532613558,
CUST00242,Printer,,2021 November 30,1027.21,ACCT000242,126 Carmen Station Suite 458,,Venezuela,48558.0,LA,,###INVALID###,,,GBP,HCVB25726752389590,
CUST00243,Mouse,4.0,,,,,,,43795.0,GA,East Heather,Due on Receipt,12295.0,,GBP,BIIB76032051761172,
CUST00244,Tablet,,,79.41,###INVALID###,###INVALID###,061 Michael Unions,Greece,###INVALID###,CA,,Net 60,,,,XPVO61027147524237,
CUST00245,Printer,,2024/02/05,N-A,ACCT000245,13990 Carlson Rapids Suite 364,2009 Carl Plaza Apt. 393,El Salvador,43384.0,OH,Pattyfurt,Net 60,14950.0,ef8070256,INR,EECF75482067446779,Bank Transfer
CUST00246,Keyboard,5.0,16/03/2021,1268.07,,6494 Christopher Trace,98144 Mary Vista,Korea,43602.0,NJ,Daniellechester,Net 30,72198.0,,,CVOE76390526506544,Credit Card
CUST00247,,empty,2024/11/13,1307.57,,,5398 Susan Highway,,,MT,,Net 60,,Zj3873116,EUR,,
CUST00248,Mouse,,2025/05/08,1395.01,,,450 Alexander Highway Apt. 469,Sweden,9539.0,ME,,,88578.0,qu9969721,,WNAF14677313115834,
CUST00249,,9.0,21 February 2024,569.01,,84795 Richardson Crossing Suite 537,107 Joshua Islands,Namibia,91401.0,GA,Woodhaven,Net 60,57574.0,,###INVALID###,,
CUST00250,Printer,5.0,,1249.35,ACCT000250,,N-A,###INVALID###,19596.0,NM,New Kenneth,Net 30,71560.0,we2506039,,HPUB08919903014675,Credit Card
CUST00251,Printer,10.0,,563.19,,88850 Johnston Falls,9231 Taylor Mountains Apt. 108,France,,,,Net 60,,,EUR,,Bank Transfer
CUST00252,Keyboard,,,1297.31,ACCT000252,21859 Reyes Spur,910 Steven Gardens Apt. 946,Faroe Islands,,NC,West Brian,Net 60,,vk5917324,INR,,Bank Transfer
CUST00253,Laptop,7.0,###INVALID###,,ACCT000253,,###INVALID###,,,MS,,,71085.0,,,,Bank Transfer
CUST00254,,1.0,,448.22,ACCT000254,3275 Bradley Parkways,682 Cameron Ways Suite 326,Bahamas,48166.0,MD,,Net 30,41439.0,,,,Bank Transfer
CUST00255,,1.0,###INVALID###,986.26,,25239 Lynn Row Suite 133,273 Jennifer Ford,,,WI,Mitchellshire,,,jG2766430,,QAQO32392119454900,Bank Transfer
CUST00256,Monitor,10.0,,,ACCT000256,4305 Casey Pine Suite 951,433 Brock Streets Suite 109,United States of America,88102.0,NM,Kimberlyport,###INVALID###,67871.0,###INVALID###,INR,WLQS43799038706685,Bank Transfer
CUST00257,,6.0,2024-05-09,,ACCT000257,72725 Martin Pines Suite 713,31627 Davis Throughway Suite 476,,,IL,Gregorystad,Net 30,16328.0,GL4487377,INR,,
CUST00258,Keyboard,1.0,07 December 2022,N-A,ACCT000258,,,Malaysia,,,North Juanfort,Net 30,,Id8446163,USD,YCFK10471712993641,Bank Transfer
CUST00259,Printer,10.0,,143.83,ACCT000259,76164 Bean Pike,,Oman,,WI,,Net 60,,,,,Bank Transfer
CUST00260,Laptop,2.0,2024/10/08,###INVALID###,ACCT000260,,,,85852.0,,South Briannaville,,96791.0,uM5854934,,DUSJ79185270624128,Credit Card
CUST00261,,7.0,24 June 2020,1236.8,ACCT000261,,5911 Lopez Throughway Suite 178,Romania,86400.0,MO,Port Travis,Net 30,,GO1426143,EUR,OBMV89398836416254,Credit Card
CUST00262,Phone,###INVALID###,"September 18, 2020",,ACCT000262,,,Guatemala,49392.0,,Whitefurt,,13720.0,AE5970019,GBP,,
CUST00263,Phone,9.0,N-A,,,,2787 Lisa Alley,Namibia,,HI,Lake Heatherburgh,Net 60,77163.0,,EUR,EBMQ03714902321286,Bank Transfer
CUST00264,,,,307.27,ACCT000264,4020 Nicole Shores,2334 Matthew Highway Suite 793,Macao,88512.0,NH,,Net 30,70162.0,Rb4705369,GBP,VSQA27683340485183,
CUST00265,Keyboard,1.0,###INVALID###,450.23,,17782 Eric Burg,,,60076.0,empty,,Net 30,,Rj5009082,,XLXJ45528772777723,Credit Card
CUST00266,Laptop,5.0,02/01/2025,1037.39,,425 Kristopher Stravenue Suite 591,9235 Audrey Views Suite 778,Madagascar,###INVALID###,CA,,Due on Receipt,55568.0,,USD,AWYU47980263580912,
CUST00267,Tablet,7.0,###INVALID###,966.77,,837 Benitez Alley,8476 Marcus Meadow,,,CO,West Megan,Due on Receipt,27308.0,GV6881552,GBP,QBWN30097627370222,Bank Transfer
CUST00268,Keyboard,,2022 April 18,1350.54,ACCT000268,75722 Simpson Wells Apt. 974,989 Richard Cove Apt. 643,,19511.0,HI,Millerberg,Due on Receipt,25911.0,,,GXAP35294801164312,
CUST00269,###INVALID###,8.0,###INVALID###,789.93,ACCT000269,22411 Fisher Islands Apt. 412,50946 Allen Circles Apt. 250,Mali,89509.0,,South Ryanborough,###INVALID###,,NK9412322,EUR,BDCJ73670523639175,
CUST00270,Phone,###INVALID###,2024/08/12,1293.62,ACCT000270,031 Barry Street,7445 Terrell Camp Apt. 898,,46116.0,,,Due on Receipt,,XE4310791,USD,SBVO22115224028615,Bank Transfer
CUST00271,Laptop,6.0,"March 04, 2023",,ACCT000271,74389 Sawyer Dale,6597 Adams Rapids Suite 958,Angola,,###INVALID###,,Net 30,91923.0,,INR,QEFN93948820642072,PayPal
CUST00272,Keyboard,9.0,"April 26, 2025",1322.32,ACCT000272,46866 Ramsey Point Apt. 042,9175 Martin Fort Apt. 796,Cuba,24159.0,SD,East Jennifer,,49692.0,,,ZCCO20105823909298,
CUST00273,Phone,2.0,06-08-2021,1131.99,###INVALID###,83839 Samuel Isle,255 Hill Corner,Georgia,46257.0,WA,New Jocelynhaven,Due on Receipt,12841.0,BO3067900,INR,GHJN33238604373367,Bank Transfer
CUST00274,Phone,4.0,25 January 2021,,,8151 Santiago Loop Suite 811,5899 Karen Turnpike,,23458.0,DC,,Net 60,,ZC8522736,,GBUW99941622493903,Bank Transfer
CUST00275,Mouse,,13/09/2022,367.42,ACCT000275,224 Garrett Trace,8700 Merritt Avenue,Comoros,###INVALID###,CA,South Christopher,Due on Receipt,,Xx1746590,INR,UFKE45614670089119,PayPal
CUST00276,Keyboard,1.0,25 May 2021,,,435 Williams Mount,###INVALID###,,72622.0,,West Aprilstad,Due on Receipt,60265.0,xK9798216,,LMPD86876970770230,###INVALID###
CUST00277,Mouse,,,156.66,,1559 Fuller Divide Apt. 953,675 Kelly Prairie,Saint Kitts and Nevis,,,Ryanchester,Net 60,72440.0,,EUR,EIAP16850721889537,Bank Transfer
CUST00278,Mouse,4.0,,###INVALID###,,,,Montserrat,,,Margaretbury,Net 30,###INVALID###,,###INVALID###,,
CUST00279,Laptop,2.0,2021-08-17,,ACCT000279,,295 Moran Mountain,Trinidad and Tobago,8953.0,AL,,,19096.0,Px3739760,INR,,Credit Card
CUST00280,,2.0,2021/04/09,142.51,ACCT000280,27800 White Throughway Apt. 016,3246 Gordon Alley Suite 308,Iraq,53377.0,MA,,,,qW5736867,,YPLS90135772871211,
CUST00281,,9.0,17-12-2024,639.58,ACCT000281,7364 Alison Lane,57589 Felicia Ridge,Norway,69664.0,,###INVALID###,Net 30,47023.0,VP9003650,,JGWS07051841409230,
CUST00282,,empty,16 February 2024,188.26,,05684 Todd Views Suite 929,683 Vanessa Green,Hungary,54155.0,MA,,Net 60,###INVALID###,ZN8263826,,TETI71479122461091,
CUST00283,,,10 May 2024,1145.25,ACCT000283,N-A,0871 West Divide Suite 759,Kyrgyz Republic,###INVALID###,MN,,,85066.0,Ds7287213,,NJIH16292950131671,Credit Card
CUST00284,Phone,7.0,N-A,1410.3,,,29157 Matthew Crescent Suite 505,,53308.0,KS,Codyport,Due on Receipt,11660.0,qt2441399,EUR,,
CUST00285,,4.0,,,ACCT000285,6086 Richard Inlet,65547 Moore Manors,,32994.0,IN,empty,Net 60,,wD0041451,USD,IZHG16057900693711,
CUST00286,,8.0,,1409.45,ACCT000286,,593 Rodriguez Pass Apt. 306,New Caledonia,39006.0,WY,Antonioburgh,Net 30,71363.0,,INR,,Bank Transfer
CUST00287,Mouse,9.0,,1475.29,,28932 Gibson Ports Apt. 810,290 Mills Ways Suite 777,Uzbekistan,22580.0,AK,,,,,INR,###INVALID###,PayPal
CUST00288,Phone,,2021 August 16,862.38,,0154 Brown Parkway Suite 821,,###INVALID###,,NH,Tamaramouth,Net 60,77472.0,OV8868270,,ZHXI89657339306671,
CUST00289,,2.0,,686.95,ACCT000289,2756 Brian Harbor Suite 554,93825 Torres Spurs,,36143.0,,Martinezmouth,Due on Receipt,97322.0,Wm5987950,USD,LDAV59885244931599,Bank Transfer
CUST00290,,8.0,,###INVALID###,ACCT000290,8215 Katherine Row Apt. 299,97732 Torres Village,Guam,,###INVALID###,East Alison,N-A,61849.0,YT3199514,EUR,WHFZ02125002891205,Credit Card
CUST00291,Monitor,2.0,,,ACCT000291,,012 Fuller Walks Apt. 881,Cayman Islands,34424.0,,,Net 60,48634.0,FC1153858,USD,ACBI04506040231129,Bank Transfer
CUST00292,,,2023-05-17,394.58,ACCT000292,1163 Howard Fort Apt. 183,35250 Jones Lakes,Bouvet Island (Bouvetoya),,ID,Laurafurt,Net 30,14580.0,dS9914649,USD,AEPK80976641900880,Bank Transfer
CUST00293,N-A,10.0,2022/12/21,,,36414 Jacqueline Row,4128 Seth Corners Suite 441,Argentina,,,Shaffertown,Net 30,,,,JHLU46785363924874,Credit Card
CUST00294,,3.0,,1316.61,,28196 Mcguire Springs,,,79943.0,MO,,###INVALID###,37869.0,,,RXEH71700529454741,Credit Card
CUST00295,###INVALID###,1.0,29-05-2022,,ACCT000295,091 Harrell Drives,57665 Colon Cove,Zambia,71197.0,KY,Lake Jacquelinemouth,Net 60,,La2312877,EUR,,
CUST00296,,2.0,04/11/2020,,ACCT000296,,5786 Garrison Lane Apt. 970,Philippines,76690.0,NJ,Port Tinatown,,29358.0,,GBP,YCAO90015655630819,
CUST00297,Phone,10.0,31/07/2021,468.33,ACCT000297,402 Howard Lodge Apt. 590,0566 Anthony Loop Apt. 192,Palau,,UT,Sandersfurt,Net 30,,wE3324497,###INVALID###,,
CUST00298,Mouse,1.0,17-01-2025,879.99,ACCT000298,,7602 Kelly Wall Suite 385,Hong Kong,,MD,,Due on Receipt,68559.0,,EUR,ZVQU18224241805883,
CUST00299,,7.0,27 July 2024,1118.91,ACCT000299,6162 Brown Wells,3697 Joel Ports,Luxembourg,,NV,,,12995.0,iA6416796,GBP,OHTS27197330092327,
CUST00300,Keyboard,,,1236.51,ACCT000300,247 Williams Coves Apt. 456,,Germany,13882.0,WY,,Due on Receipt,42427.0,tK5764133,EUR,FRYG77196415871143,Credit Card
